Source,Target
Hunter Killer,Gary Oldman
Hunter Killer,Common
John Wayne,The Alamo
Spirited,Will Ferrell
She's Having a Baby,Alec Baldwin
Daniel Sunjata,Gone
Paul Rudd,Wanderlust
Paul Rudd,How Do You Know
Mad Max: Fury Road,Tom Hardy
Caroline Goodall,Disclosure
Jon Bernthal,Sicario
Anthony Rapp,Adventures in Babysitting
Edgar Ramírez,Domino
The Laundromat,Gary Oldman
Philadelphia,Roberta Maxwell
Notting Hill,Hugh Grant
Channing Tatum,Kingsman: The Golden Circle
Channing Tatum,G.I. Joe: The Rise of Cobra
Never Back Down,Amber Heard
In & Out,Kevin Kline
In & Out,Tom Selleck
Conspiracy Theory,Patrick Stewart
The Human Stain,Nicole Kidman
Gringo,Joel Edgerton
The Iron Giant,Harry Connick Jr.
The Iron Giant,Jennifer Aniston
Things We Lost in the Fire,David Duchovny
Rizz Abbasi,Domino
The Legend of Billie Jean,Helen Slater
The Legend of Billie Jean,Keith Gordon
Tim McGraw,Country Strong
The Grudge 2,Arielle Kebbel
The Grudge 2,Sarah Michelle Gellar
Patricia Clarkson,All the Real Girls
Chadwick Boseman,Draft Day
The Emperor's New Groove,David Spade
Tim Curry,FernGully: The Last Rainforest
Miriam Shor,Bedazzled
Leighton Meester,Country Strong
Michelle Yeoh,The Mummy: Tomb of the Dragon Emperor
Tim Roth,The Incredible Hulk
Tim Roth,Mr. Right
Tim Roth,Grace of Monaco
Abigail Breslin,My Sister's Keeper
Raymond Massey,The Woman in the Window
Secretariat,Diane Lane
Hayden Christensen,Takers
Jennifer 8,Andy Garcia
Jennifer 8,Lance Henriksen
Bubba Smith,Police Academy 2: Their First Assignment
Bubba Smith,Police Academy 4: Citizens on Patrol
Hero,Geena Davis
Hero,Andy Garcia
Darkest Hour,Gary Oldman
Drowning Mona,Bette Midler
Drowning Mona,Neve Campbell
Drowning Mona,Jamie Lee Curtis
About Last Night,Regina Hall
The Sentinel,Cristina Raines
The Sentinel,Kiefer Sutherland
The Sentinel,Kim Basinger
Being Flynn,Olivia Thirlby
Richard Jewell,Sam Rockwell
Taron Egerton,Kingsman: The Golden Circle
Blythe Danner,Meet the Fockers
War of the Worlds,Dakota Fanning
War of the Worlds,Tim Robbins
Colin Firth,1917
Colin Firth,A Single Man
Colin Firth,The Railway Man
Colin Firth,Girl with a Pearl Earring
Colin Firth,Bridget Jones's Diary
Colin Firth,Kingsman: The Golden Circle
Colin Firth,Where the Truth Lies
Colin Firth,Devil's Knot
Colin Firth,Gambit
The Possession,Madison Davenport
Valentine's Day,Jamie Foxx
Valentine's Day,Jessica Alba
Mississippi Grind,Anthony Howard
Ben Foster,Hell or High Water
Catherine McCormack,Dangerous Beauty
Angus Wright,Pinocchio
Jeté Laurence,Pet Sematary
The Crossing Guard,Anjelica Huston
The Crossing Guard,Robin Wright
Domino,Keira Knightley
Reign of the Supermen,Rebecca Romijn
Teddy Sears,Curve
He Was a Quiet Man,Michael DeLuise
Men in Black 3,Will Smith
Men in Black 3,Jemaine Clement
Alan Rickman,Gambit
Soul Surfer,AnnaSophia Robb
All Good Things,Frank Langella
Liam Aiken,A Series of Unfortunate Events
Anna Paquin,Jane Eyre
Brad Renfro,The Client
Andrea Riseborough,Oblivion
Borat Subsequent Moviefilm,Sacha Baron Cohen
King Arthur: Legend of the Sword,Charlie Hunnam
Bad Times at the El Royale,Dakota Johnson
City Island,Andy Garcia
City Island,Steven Strait
City Island,Emily Mortimer
Vince Vaughn,The Break-Up
Tau,Maika Monroe
Tau,Gary Oldman
Tau,Fiston Barek
Christopher Walken,Seven Psychopaths
Prime,Bryan Greenberg
Prime,Jon Abrahams
Henry Poole Is Here,George Lopez
Kelly Macdonald,Choke
Robbie Coltrane,Mona Lisa
Alka Amin,Shaadi Mein Zaroor Aana
The Witches of Eastwick,Cher
JD Evermore,The Rookie
The Skeleton Twins,Bill Hader
The Skeleton Twins,Ty Burrell
The Nut Job,Liam Neeson
Jason Statham,Killer Elite
Jason Statham,The Meg
Corey Haim,The Lost Boys
Kiefer Sutherland,Melancholia
Kiefer Sutherland,Young Guns II
Kiefer Sutherland,Eye for an Eye
The White Tiger,Adarsh Gourav
She's the One,Jennifer Aniston
George Kennedy,Thunderbolt and Lightfoot
Multiplicity,Michael Keaton
Bheed,Pankaj Kapur
Bheed,Aditya Srivastav
The Lucky Ones,Rachel McAdams
The Lucky Ones,Tim Robbins
The Lucky Ones,Molly Hagan
Matchstick Men,Sam Rockwell
Mank,Gary Oldman
Cliff Curtis,The Meg
City Slickers II: The Legend of Curly's Gold,Jack Palance
Gone,Jennifer Carpenter
Letters to Juliet,Marcia DeBonis
Jim Cummings,The Tigger Movie
The Long Good Friday,Paul Freeman
Tim Allen,Toy Story
Tim Allen,Toy Story 4
Mamma Mia! Here We Go Again,Cher
James Coburn,Hudson Hawk
Comet,Eric Winter
My Sister's Keeper,Alec Baldwin
The Fifth Element,Bruce Willis
The Fifth Element,Milla Jovovich
The Fifth Element,Gary Oldman
Christina Hendricks,Dark Places
The Prom,Nicole Kidman
Mona Lisa,Michael Caine
Murder Mystery,Jennifer Aniston
The Juror,Alec Baldwin
The Juror,James Gandolfini
Zooey Deschanel,The Hitchhiker's Guide to the Galaxy
Zooey Deschanel,All the Real Girls
Top Gun,Tim Robbins
Top Gun,Kelly McGillis
Top Gun,Val Kilmer
Kuffs,Milla Jovovich
Kuffs,Steve Holladay
Rick Moranis,Streets of Fire
Rick Moranis,The Flintstones
Vincent D'Onofrio,Dying Young
Dominic Purcell,Killer Elite
The Tigger Movie,Nikita Hopkins
3000 Miles to Graceland,Kevin Costner
Cocktail,Deepika Padukone
Cocktail,Diana Penty
Mr. Right,Sam Rockwell
Seth Rogen,Long Shot
Juno,Jennifer Garner
Rise of the Guardians,Hugh Jackman
Rise of the Guardians,Alec Baldwin
Top Gun: Maverick,Jennifer Connelly
Top Gun: Maverick,Val Kilmer
Armageddon,Bruce Willis
Eat Pray Love,Richard Jenkins
Laurence Harvey,The Alamo
Tim Robbins,The Player
Tim Robbins,The Hudsucker Proxy
Tim Robbins,Bull Durham
Tim Robbins,A Perfect Day
Tim Robbins,Nothing to Lose
Tim Robbins,Catch a Fire
Tim Robbins,Zathura: A Space Adventure
Tim Robbins,Cadillac Man
Bull Durham,Kevin Costner
Charlotte's Web,Debbie Reynolds
Charlotte's Web,Rex Allen
Charlotte's Web,Dakota Fanning
Charlotte's Web,Oprah Winfrey
Smart People,Thomas Haden Church
Freddie Prinze Jr.,Scooby-Doo
Freddie Prinze Jr.,Summer Catch
Nicole Kidman,The Railway Man
Nicole Kidman,Grace of Monaco
Nicole Kidman,Trespass
The Dark Knight Rises,Christian Bale
The Dark Knight Rises,Tom Hardy
The Dark Knight Rises,Gary Oldman
Bridget Jones's Diary,Hugh Grant
Daniel Mays,1917
Twins,Kelly Preston
Wristcutters: A Love Story,Shea Whigham
Doubt,Philip Seymour Hoffman
The Bucket List,Morgan Freeman
The Bucket List,Beverly Todd
Jemaine Clement,Rio 2
Val Kilmer,Thunderheart
Val Kilmer,The Saint
The Incredible Hulk,William Hurt
Elena Lyons,Club Dread
Cathy Moriarty,Matinee
Mel Blanc,Pinocchio
Fallen,Donald Sutherland
Fallen,Daisy Head
Fallen,Joely Richardson
Tchéky Karyo,Addicted to Love
Addicted to Love,Kelly Preston
Dominic West,Money Monster
Rogue Agent,Marisa Abela
Scott Speedman,The Captive
Alessandro Nivola,Devil's Knot
Takers,Chris Brown
Ad Astra,Donald Sutherland
Jaime King,Mother's Day
Cher,Moonstruck
Cher,Mermaids
Cher,Suspect
Whoopi Goldberg,The Player
Whoopi Goldberg,Ghosts of Mississippi
Whoopi Goldberg,Boys on the Side
Andy Garcia,Dead Again
Andy Garcia,Rio 2
The Legend of Bagger Vance,Will Smith
Dead Man Walking,Raymond J. Barry
Casey Siemaszko,Of Mice and Men
American Made,Sarah Wright
Jennifer Garner,Draft Day
Jennifer Garner,The Adam Project
Cop Car,Shea Whigham
Frankenstein,Colin Clive
Frankenstein,Helena Bonham Carter
Lana Turner,The Postman Always Rings Twice
Self/less,Ben Kingsley
Dumplin',Jennifer Aniston
Morgan Freeman,Amistad
Morgan Freeman,Oblivion
Morgan Freeman,Bruce Almighty
Morgan Freeman,Johnny Handsome
Morgan Freeman,The Comeback Trail
Morgan Freeman,Chain Reaction
K.K. Raina,Shaadi Mein Zaroor Aana
Shea Whigham,All the Real Girls
The Life and Death of Peter Sellers,Geoffrey Rush
The Life and Death of Peter Sellers,John Lithgow
Chloe,Liam Neeson
Tara Ellis,Eden Lake
The Last Samurai,William Atherton
Wanderlust,Jennifer Aniston
Gina Carano,Haywire
Olga Kurylenko,Oblivion
Olga Kurylenko,A Perfect Day
Johnny Depp,Edward Scissorhands
The Queen,Michael Sheen
Rachel Ward,Against All Odds
Rock of Ages,Alec Baldwin
Kelly Reilly,Eden Lake
Dakota Fanning,Hide and Seek
My Best Friend's Girl,Kate Hudson
My Best Friend's Girl,Alec Baldwin
Girl with a Pearl Earring,Scarlett Johansson
Girl with a Pearl Earring,Judy Parfitt
Grace of Monaco,Frank Langella
Steven Weber,Single White Female
The Addams Family,Anjelica Huston
The Croods: A New Age,Emma Stone
Cruel Intentions,Sarah Michelle Gellar
Cruel Intentions,Selma Blair
Thunderbolt and Lightfoot,Geoffrey Lewis
Three Men and a Baby,Tom Selleck
Three Men and a Baby,Nancy Travis
Caleb Landry Jones,Finch
Hector Elizondo,Runaway Bride
Ghosts of Mississippi,Alec Baldwin
Sung Kang,Bullet to the Head
Aidan Quinn,Legends of the Fall
Aidan Quinn,The Mission
Ricki and the Flash,Kevin Kline
Ricki and the Flash,Sebastian Stan
Frank Langella,Lolita
Frank Langella,Draft Day
Frank Langella,The Box
Frank Langella,Masters of the Universe
The Bonfire of the Vanities,Bruce Willis
The Bonfire of the Vanities,Kim Cattrall
Donald Faison,Next Day Air
Kevin Costner,Draft Day
Kevin Costner,Wyatt Earp
Kevin Costner,For Love of the Game
Dead Again,Emma Thompson
Marley Shelton,Planet Terror
Francesca Bertini,1900
Stephen Tobolowsky,Great Balls of Fire!
The Adam Project,Walker Scobell
The Adam Project,Mark Ruffalo
Charlie Day,Horrible Bosses 2
Streets of Fire,Diane Lane
Macbeth,Jack Madigan
Madeleine Stowe,12 Monkeys
Madeleine Stowe,Bad Girls
Charlie Wilson's War,Philip Seymour Hoffman
Nancy Travis,Three Men and a Little Lady
Lolita,Sue Lyon
Lolita,Dominique Swain
Bringing Out the Dead,Patricia Arquette
Jordi Mollà,Knight and Day
Next Day Air,Wood Harris
Hardball,Diane Lane
Horrible Bosses 2,Jason Sudeikis
Horrible Bosses 2,Jennifer Aniston
Les Misérables,Issa Perica
Les Misérables,Hugh Jackman
Les Misérables,Liam Neeson
Les Misérables,Geoffrey Rush
Sergio Albelli,Like Crazy
Welcome to Collinwood,Sam Rockwell
Welcome to Collinwood,Isaiah Washington
Small Soldiers,Jay Mohr
Roxana Ortega,Larry Crowne
Emma Thompson,Late Night
Lora Martinez-Cunningham,Finch
Jason Schwartzman,Fantastic Mr. Fox
Legally Blonde,Selma Blair
Simon Fenton,Matinee
Miguel Ferrer,Point of No Return
Mark Margolis,The Wrestler
Prizzi's Honor,Kathleen Turner
Jason Sudeikis,Mother's Day
The Wrestler,Marisa Tomei
Jake Johnson,Let's Be Cops
Choke,Sam Rockwell
Choke,Anjelica Huston
Choke,Kathryn Alexander
Alex Karras,Against All Odds
Under the Tuscan Sun,Diane Lane
Under the Tuscan Sun,Lindsay Duncan
The Hitchhiker's Guide to the Galaxy,Sam Rockwell
Immortal Beloved,Gary Oldman
Joel Edgerton,Red Sparrow
The Green Mile,Bonnie Hunt
Mrs. Henderson Presents,Judi Dench
Nick Nolte,I Love Trouble
Liam Neeson,Suspect
Liam Neeson,Mark Felt: The Man Who Brought Down the White House
Pierce Brosnan,Laws of Attraction
Pierce Brosnan,The Out-Laws
Joey Lauren Adams,The Break-Up
Pet Sematary,John Lithgow
Sarah Mahoney,Larry Crowne
Untraceable,Diane Lane
Charlie Sheen,The Rookie
John Lithgow,Late Night
Head in the Clouds,Penélope Cruz
Pay It Forward,Jay Mohr
Disclosure,Donald Sutherland
William Hurt,Jane Eyre
Bram Stoker's Dracula,Gary Oldman
Maia Brewton,Adventures in Babysitting
Haywire,Michael Angarano
Tom Selleck,Three Men and a Little Lady
Underworld: Rise of the Lycans,Michael Sheen
Allison Janney,Tallulah
For Love of the Game,Kelly Preston
The Break-Up,Jennifer Aniston
Limitless,Bradley Cooper
Gio Perez,The Bounty Hunter
Collin Kelly-Sordelet,Wildling
Rachel Weisz,Chain Reaction
Kim Greist,Brazil
Evan Jonigkeit,Tallulah
Finch,Marie Wagenman
The Woman in the Window,Joan Bennett
The Woman in the Window,Gary Oldman
The Scarlet Letter,Gary Oldman
Mark Felt: The Man Who Brought Down the White House,Diane Lane
Wonder,Jacob Tremblay
Ed Helms,Love the Coopers
Unfaithful,Diane Lane
Sam Rockwell,Seven Psychopaths
Sam Rockwell,Poltergeist
Mncedisi Shabangu,Catch a Fire
Love Happens,Jennifer Aniston
Love Happens,John Carroll Lynch
21 Grams,Naomi Watts
Cecil Kellaway,The Postman Always Rings Twice
Point of No Return,Dermot Mulroney
My Dog Skip,Diane Lane
Unthinkable,Michael Sheen
Alec Baldwin,Working Girl
Alec Baldwin,Final Fantasy: The Spirits Within
Alec Baldwin,Mercury Rising
Derek Luke,Catch a Fire
One False Move,Cynda Williams
Sarah Michelle Gellar,Scooby-Doo
The Lost Boys,Barnard Hughes
Bruce Almighty,Jennifer Aniston
Bruce Almighty,Philip Baker Hall
Michael Sheen,Laws of Attraction
Kate Hudson,Mother's Day
12 Monkeys,Bruce Willis
Bruce Willis,Beavis and Butt-Head Do America
Bruce Willis,Mercury Rising
Bruce Willis,Hudson Hawk
Michael Angarano,Sky High
State of Grace,Gary Oldman
State of Grace,Robin Wright
Mother's Day,Jennifer Aniston
Jennifer Aniston,The Bounty Hunter
Sky High,Kelly Preston
Kelly Preston,Jerry Maguire
